id,status_group
47186,functional needs repair
56721,functional
68453,functional
30817,functional
742,non functional
69326,non functional
12688,functional
17312,functional
68331,functional
36945,functional
65917,functional
14467,functional
56640,functional
46187,functional
25591,non functional
9468,functional
72326,functional
60574,non functional
22490,non functional
54550,non functional
23691,functional
66330,non functional
20245,non functional
73655,functional
17273,functional
48458,functional
8910,non functional
71441,functional
70439,non functional
21513,non functional
14038,functional
70355,functional
20554,non functional
5962,functional
43668,non functional
37550,functional needs repair
47992,non functional
47858,functional
21270,non functional
736,non functional
9685,functional
67214,functional
64885,non functional
40740,functional
38400,functional
49682,functional
25887,functional
6558,functional
5209,functional
14175,functional
26967,non functional
44047,non functional
56507,functional
63448,functional
7272,functional
68135,functional
30287,non functional
6234,non functional
16182,functional
13804,non functional
49933,functional
41977,functional needs repair
38306,non functional
63776,non functional
27333,functional
68448,functional
66563,non functional
5052,non functional
10008,non functional
39128,functional
69206,non functional
19645,functional
61617,functional
33473,non functional
57823,functional needs repair
10918,functional
65945,functional
49441,functional
55608,functional
45086,functional
49144,non functional
12341,functional
71875,functional
19749,functional
50378,non functional
27634,functional
52486,non functional
12474,functional
40223,functional
21344,functional
10961,non functional
69038,functional
39201,functional
28929,functional
39347,functional
56742,functional
66839,functional
1522,non functional
7144,functional
44441,functional
6440,non functional
7216,functional
16815,functional
55918,non functional
1232,functional
60267,functional
2438,non functional
31898,functional
60824,functional needs repair
45991,non functional
68762,functional
29596,functional
258,functional
12498,non functional
63269,functional
61723,non functional
62721,functional
70817,non functional
30083,functional
22836,non functional
65055,non functional
104,functional
4845,functional
22376,functional needs repair
43361,functional needs repair
15259,functional
13477,functional
30610,functional
26381,functional
15852,functional
13704,non functional
64965,functional
45072,functional
28401,functional
34915,functional
45265,non functional
54323,non functional
10988,non functional
33422,non functional
31917,functional needs repair
22380,non functional
74126,non functional
10840,functional
18989,functional
21733,functional
74185,functional needs repair
24103,functional
29104,functional
61764,non functional
10709,functional
71534,non functional
31783,non functional
63086,functional
47580,functional
56614,non functional
47178,functional
22186,functional
48284,functional
42775,functional
33283,non functional
16245,functional
64871,non functional
19311,functional
32561,functional
70712,non functional
38084,non functional
61266,non functional
38242,non functional
69563,non functional
66949,functional
73627,functional
4796,non functional
44109,non functional
13660,functional
25415,non functional
27901,non functional
21397,functional needs repair
13229,non functional
38377,functional
47314,functional
10698,non functional
26616,non functional
4387,functional
44069,functional
10392,non functional
38411,functional
66466,non functional
73257,non functional
4695,functional
43499,non functional
41078,non functional
28059,non functional
55572,functional
41535,functional needs repair
70495,functional
11639,functional
64836,non functional
33880,non functional
36559,non functional
50456,functional
43894,non functional
16811,non functional
27674,non functional
19057,functional
3214,functional
8774,functional
7182,functional
26634,functional
35116,functional
63170,functional
7375,non functional
48578,non functional
37180,functional
45378,non functional
30749,non functional
57571,functional
37015,non functional
39716,functional
28778,functional
34323,non functional
26329,functional
8045,functional
47072,non functional
70050,functional needs repair
35410,functional
73159,non functional
19683,functional
59645,non functional
26730,functional
57937,non functional
72320,functional
62923,non functional
63370,functional
6918,functional
45088,non functional
63699,functional
14290,functional
9334,non functional
